playerId,name,team,position,Overall_Talent_Rating,Offensive_Rate,xGD_OnIce_Per_100,I_F_takeaways_per60,games_played,icetime
8478438,Tommy Novak,PIT,C,63.91,0.89,3.40,1.01,270,85738.00
8475848,Brendan Gallagher,MTL,R,63.86,0.87,-3.20,0.84,410,136918.00
8473422,Nick Foligno,CHI,L,63.80,0.65,-2.20,0.77,390,149056.00
8476875,Mike Matheson,MTL,D,63.61,0.30,-5.00,1.29,400,240774.00
8479996,Cody Glass,NJD,C,63.53,0.54,-4.80,0.81,325,106514.00
8477919,Frederick Gaudreau,MIN,C,63.47,0.77,-3.00,1.12,410,154110.00
8479371,Dante Fabbro,CBJ,D,63.44,0.31,3.40,1.01,340,170508.00
8474679,Gustav Nyquist,MIN,R,63.44,0.44,2.40,0.86,395,159772.00
8481533,Trevor Zegras,ANA,C,63.35,0.77,-4.40,0.80,285,116548.00
8474090,Brendan Smith,DAL,D,63.30,0.20,4.80,0.99,160,50722.00
8481028,Martin Pospisil,CGY,C,63.28,0.41,-4.20,0.91,405,134214.00
8478434,Keegan Kolesar,VGK,R,63.17,0.60,-1.40,0.72,410,129828.00
8482145,Mavrik Bourque,DAL,C,63.17,0.61,6.40,0.78,365,111112.00
8480245,Olle Lycksell,PHI,R,63.17,0.32,2.20,1.06,95,27112.00
8479351,Sam Steel,DAL,C,63.16,0.39,-0.40,0.70,395,134050.00
8480855,Jack McBain,UTA,C,63.09,0.59,0.00,0.86,410,133558.00
8477503,Max Domi,TOR,C,63.09,0.71,-3.00,1.20,370,125840.00
8478133,Jake Evans,MTL,C,62.94,0.69,-5.60,0.71,410,153048.00
8474574,Tyler Myers,VAN,D,62.91,0.29,2.40,1.26,355,177146.00
8483468,Jiri Kulich,BUF,C,62.82,0.70,-2.40,0.98,310,110058.00
8476871,Tanner Pearson,VGK,L,62.76,0.70,7.20,0.98,390,110322.00
8474102,David Perron,OTT,L,62.74,0.70,-2.40,1.29,215,72344.00
8480871,Adam Boqvist,NYI,D,62.74,0.54,12.00,0.49,175,59102.00
8477021,Alexander Kerfoot,UTA,C,62.73,0.55,-2.40,1.43,405,148264.00
8477456,J.T. Compher,DET,L,62.70,0.54,-3.80,0.80,380,152132.00
8484203,Bradly Nadeau,CAR,L,62.69,1.04,-0.20,0.00,10,2756.00
8482074,Connor Zary,CGY,C,62.66,0.68,-3.20,0.69,270,104160.00
8477499,Rasmus Ristolainen,PHI,D,62.66,0.17,0.00,1.16,315,155164.00
8482476,Emil Heineman,MTL,L,62.65,0.68,6.00,0.68,310,84758.00
8480797,Joel Farabee,CGY,L,62.65,0.51,0.80,0.94,405,144958.00
8483493,Frank Nazar,CHI,C,62.51,0.72,-2.20,0.57,265,100942.00
8481624,Ilya Mikheyev,CHI,R,62.48,0.71,1.00,1.00,400,150498.00
8475324,Nick Jensen,OTT,D,62.46,0.19,-1.20,0.79,355,172278.00
8483487,Rutger McGroarty,PIT,R,62.39,0.72,3.40,1.03,40,14026.00
8480009,Eeli Tolvanen,SEA,R,62.38,0.82,-4.40,0.67,405,139190.00
8478500,Ivan Provorov,CBJ,D,62.34,0.28,-2.20,0.91,410,229802.00
8474586,Jordan Eberle,SEA,R,62.27,1.04,-2.00,1.84,210,81966.00
8483490,Pavel Mintyukov,ANA,D,62.19,0.33,-3.20,0.65,340,143592.00
8476469,Joel Armia,MTL,R,62.14,0.61,-1.80,0.98,405,139016.00
8480434,Sean Durzi,UTA,D,62.10,0.33,6.80,1.07,150,74332.00
8481582,Nicholas Robertson,TOR,L,62.06,0.80,1.40,1.23,345,99382.00
8482858,Ryker Evans,SEA,D,61.98,0.30,-2.20,0.51,365,170650.00
8475149,Marcus Johansson,MIN,L,61.95,0.65,10.60,0.61,360,141552.00
8482475,Yegor Chinakhov,CBJ,R,61.90,0.79,16.80,0.51,150,56600.00
8481059,Scott Perunovich,NYI,D,61.83,0.30,-1.40,1.07,175,67230.00
8480185,Eetu Luostarinen,FLA,C,61.83,0.42,-5.20,0.98,400,146768.00
8481743,Marc Del Gaizo,NSH,D,61.80,0.22,8.00,1.48,230,92472.00
8476278,Colin Blackwell,DAL,C,61.68,0.53,-4.20,1.24,315,87414.00
8479998,Mikey Anderson,LAK,D,61.67,0.21,3.80,0.76,385,209658.00
8483565,Nick Blankenburg,NSH,D,61.57,0.25,4.20,1.07,300,140776.00
8476525,Colin Miller,WPG,D,61.55,0.33,4.20,0.83,300,104530.00
8478046,Danton Heinen,PIT,L,61.55,0.51,-5.00,1.07,395,127438.00
8478020,Michael Amadio,OTT,R,61.47,0.70,3.00,1.42,360,121788.00
8476292,Ondrej Palat,NJD,L,61.42,0.60,-3.20,1.36,385,127090.00
8478463,Anthony Beauvillier,WSH,L,61.40,0.61,-0.20,0.86,405,125136.00
8475765,Vladimir Tarasenko,DET,R,61.35,0.58,-6.60,0.81,400,141896.00
8477969,Marcus Pettersson,VAN,D,61.33,0.28,-0.60,1.13,390,203024.00
8480246,Nick Perbix,TBL,D,61.33,0.35,6.80,1.16,370,130400.00
8479941,Justin Danforth,CBJ,R,61.27,0.56,-1.60,0.55,305,105294.00
8478099,Kevin Labanc,CBJ,R,61.22,0.34,27.80,1.01,170,42818.00
8484258,Sam Malinski,COL,D,61.18,0.27,-2.40,1.44,380,145502.00
8477845,Trevor van Riemsdyk,WSH,D,61.07,0.17,-3.20,1.04,410,173758.00
8481481,Blake Lizotte,PIT,C,61.05,0.72,-2.80,0.80,295,90076.00
8476854,Hampus Lindholm,BOS,D,61.05,0.44,-4.40,2.37,85,42546.00
8481014,Alexander Romanov,NYI,D,61.00,0.24,0.00,1.01,320,171318.00
8477903,Garnet Hathaway,PHI,R,60.94,0.60,4.00,0.60,335,95384.00
8477507,Nikita Zadorov,BOS,D,60.72,0.17,-3.40,0.88,405,200342.00
8476979,Erik Gustafsson,DET,D,60.71,0.37,4.40,0.61,300,117464.00
8476927,Teddy Blueger,VAN,C,60.71,0.47,-2.00,1.12,410,140882.00
8476393,Nick Cousins,OTT,C,60.68,0.60,-2.00,0.50,250,71416.00
8478891,Mason Appleton,WPG,C,60.67,0.52,2.20,0.85,355,126362.00
8476463,Jonas Brodin,MIN,D,60.66,0.19,-1.40,1.07,250,137694.00
8478911,Matt Roy,WSH,D,60.63,0.31,1.00,0.66,345,164598.00
8479671,Mathieu Olivier,CBJ,R,60.60,0.67,1.80,1.11,410,142278.00
8475188,Brayden McNabb,VGK,D,60.60,0.21,2.60,0.76,410,197910.00
8478507,John Marino,UTA,D,60.58,0.28,-5.00,0.81,175,88902.00
8482122,Brock Faber,MIN,D,60.46,0.24,-1.80,0.87,390,238914.00
8482768,Fedor Svechkov,NSH,C,60.44,0.56,-4.80,0.54,260,80402.00
8482655,J.J. Moser,TBL,D,60.43,0.15,2.80,1.36,270,122166.00
8477989,Christian Dvorak,MTL,C,60.34,0.63,-6.00,0.86,410,149998.00
8481013,Jonatan Berggren,DET,R,60.34,0.64,-5.20,0.68,375,116794.00
8476441,Joel Edmundson,LAK,D,60.32,0.24,3.80,0.92,365,180366.00
8477944,Jakub Vrana,NSH,L,60.32,0.98,-6.00,0.89,195,48440.00
8476925,Colton Sissons,NSH,C,60.25,0.50,2.20,1.16,360,124062.00
8482166,Shakir Mukhamadullin,SJS,D,60.20,0.27,-2.00,0.55,150,65042.00
8481535,Nils Hoglander,VAN,L,60.16,0.60,17.60,0.89,360,104800.00
8483609,Adam Klapka,CGY,R,60.15,1.04,-1.60,1.20,155,35906.00
8482245,Artem Zub,OTT,D,60.12,0.15,3.00,0.99,280,138656.00
8482201,Gage Goncalves,TBL,C,60.07,0.63,5.80,1.41,300,92114.00
8483485,Denton Mateychuk,CBJ,D,60.03,0.38,-1.40,1.40,225,97390.00
8474189,Lars Eller,WSH,C,60.02,0.56,0.00,0.90,400,127598.00
8482073,Braden Schneider,NYR,D,60.02,0.24,1.60,0.80,400,171522.00
8476874,Olli Mtt,UTA,D,59.99,0.19,4.60,1.04,385,180686.00
8480049,Dylan Samberg,WPG,D,59.97,0.36,3.40,1.56,300,152190.00
8477488,Brett Pesce,NJD,D,59.97,0.21,-0.60,0.98,360,184202.00
8476312,Josh Manson,COL,D,59.94,0.21,-2.20,1.39,240,103918.00
8475760,Nick Bjugstad,UTA,C,59.90,0.59,6.00,0.89,330,97546.00
8478904,Steven Lorentz,TOR,C,59.90,0.48,4.00,0.85,400,101308.00
8481546,Cam York,PHI,D,59.89,0.21,0.40,1.09,330,164602.00
8475343,Nic Dowd,WSH,C,59.87,0.50,2.00,1.54,410,149332.00
8479293,Brandon Tanev,WPG,L,59.86,0.53,-0.20,1.32,395,125390.00
8476931,Jake McCabe,TOR,D,59.84,0.22,-3.80,0.38,330,170380.00
8474641,Adam Henrique,EDM,C,59.84,0.47,-0.60,0.96,405,142340.00
8482691,Aatu Raty,VAN,C,59.80,0.85,-0.80,0.34,165,42202.00
8481186,Logan O'Connor,COL,R,59.76,0.42,-5.00,0.90,400,135586.00
8480003,Jesper Boqvist,FLA,C,59.75,0.56,-1.40,1.05,390,123982.00
8480068,Ryan Poehling,PHI,C,59.73,0.74,-4.60,0.70,340,113260.00
8481042,Nikolai Kovalenko,SJS,R,59.71,0.63,-7.20,1.36,285,84408.00
8476897,Oskar Sundqvist,STL,C,59.70,0.46,-3.80,1.29,335,106190.00
8480835,Jack Drury,COL,C,59.64,0.44,0.80,0.77,360,111626.00
8476331,Dylan DeMelo,WPG,D,59.60,0.16,6.20,0.99,410,211878.00
8480448,Parker Kelly,COL,C,59.54,0.47,0.60,1.00,400,122340.00
8475287,Erik Haula,NJD,L,59.54,0.56,-0.80,0.83,345,121750.00
8477506,Ryan Pulock,NYI,D,59.48,0.28,-5.60,1.23,370,187188.00
8476873,Mark Jankowski,CAR,L,59.48,0.70,2.40,0.48,300,90490.00
8481527,Kaedan Korczak,VGK,D,59.33,0.20,20.20,0.70,200,72352.00
8480860,Kevin Bahl,CGY,D,59.29,0.21,-3.80,0.92,365,187352.00
8475179,Dmitry Kulikov,FLA,D,59.26,0.14,2.80,1.42,350,161854.00
8476872,Scott Laughton,TOR,C,59.25,0.63,-7.00,0.98,400,140164.00
8482055,Drew O'Connor,VAN,L,59.12,0.43,-0.20,1.78,420,145782.00
8479982,Conor Timmins,PIT,D,59.07,0.22,5.40,0.57,340,138084.00
8480995,Pontus Holmberg,TOR,R,59.06,0.43,-0.40,0.63,340,103324.00
8481617,Vasily Podkolzin,EDM,R,59.04,0.40,-9.80,1.11,410,130042.00
8482511,Mason Lohrei,BOS,D,59.01,0.26,-6.20,1.40,385,180434.00
8482742,Zachary L'Heureux,NSH,L,58.98,0.40,5.80,1.13,310,89592.00
8480840,Oskar Bck,DAL,C,58.94,0.42,0.80,0.84,365,102524.00
8480073,Erik Brannstrom,VAN,D,58.92,0.43,-3.60,0.86,140,50184.00
8477406,Mattias Janmark,EDM,C,58.86,0.32,-3.80,1.13,400,127654.00
8482624,Daniil Miromanov,CGY,D,58.80,0.19,1.00,0.85,220,93348.00
8481641,Joel Kiviranta,COL,L,58.78,0.68,2.60,1.03,395,118708.00
8475231,Casey Cizikas,NYI,C,58.76,0.42,-2.20,0.98,410,128320.00
8479370,Tyson Jost,CAR,C,58.72,0.42,-0.80,0.89,195,48544.00
8479520,Brandon Duhaime,WSH,R,58.72,0.45,1.40,0.66,410,131302.00
8481178,Egor Zamula,PHI,D,58.70,0.22,-1.40,0.86,315,124910.00
8476457,Adam Larsson,SEA,D,58.66,0.27,-11.40,1.14,410,208468.00
8481568,Alex Vlasic,CHI,D,58.66,0.23,-4.20,1.67,410,228906.00
8481711,Matias Maccelli,UTA,L,58.65,0.60,-8.20,0.87,275,90608.00
8481523,Kirby Dach,MTL,C,58.61,0.48,-2.60,0.67,285,107210.00
8478472,Mathieu Joseph,STL,R,58.58,0.40,-3.00,1.34,300,85734.00
8481618,Alex Newhook,MTL,C,58.53,0.55,-4.20,0.73,410,148900.00
8482142,Jamie Drysdale,PHI,D,58.52,0.27,-4.20,0.86,350,167302.00
8481522,Peyton Krebs,BUF,C,58.51,0.49,-7.40,0.53,405,135418.00
8478851,Alexandre Carrier,MTL,D,58.51,0.23,-11.00,0.81,395,195164.00
8475714,Calle Jarnkrok,TOR,C,58.42,0.43,-6.60,0.24,95,30162.00
8483505,Matthew Poitras,BOS,C,58.38,0.47,-7.20,1.94,165,51828.00
8478840,Will Borgen,NYR,D,58.37,0.19,2.00,0.92,420,172182.00
8482111,Justin Barron,NSH,D,58.33,0.27,-1.60,0.78,310,129690.00
8479992,Michael Rasmussen,DET,C,58.33,0.55,-1.60,0.58,385,123922.00
8481517,Brett Leason,ANA,R,58.32,0.37,-3.00,0.52,310,96580.00
8482095,Tyler Kleven,OTT,D,58.29,0.19,7.00,1.58,395,137134.00
8475690,Chris Tanev,TOR,D,58.25,0.19,-3.60,0.41,375,177744.00
8480796,Martin Fehrvry,WSH,D,58.25,0.27,-20.00,0.43,405,184726.00
8484929,Juha Jaaska,CAR,L,58.22,0.30,5.00,0.37,90,19286.00
8480192,Johnathan Kovacevic,NJD,D,58.20,0.17,5.80,1.05,405,192592.00
8476374,Sean Kuraly,CBJ,C,58.20,0.45,-3.80,1.06,410,115758.00
8483768,Victor Mancini,VAN,D,58.08,0.25,-1.80,0.38,155,56936.00
8482087,Kaiden Guhle,MTL,D,58.06,0.36,-4.20,0.72,275,139760.00
8475762,Derek Forbort,VAN,D,58.06,0.18,-1.60,0.52,270,110818.00
8481593,Jayden Struble,MTL,D,57.96,0.23,-4.40,1.65,280,100494.00
8476467,Jamie Oleksiak,SEA,D,57.93,0.22,0.20,0.90,410,184758.00
8479390,Taylor Raddysh,WSH,R,57.91,0.45,-8.20,0.67,400,118664.00
8478416,Erik Cernak,TBL,D,57.90,0.22,-14.40,0.86,380,166536.00
8475193,Tomas Tatar,NJD,L,57.88,0.42,-3.60,0.51,370,98594.00
8478057,Dakota Joshua,VAN,C,57.88,0.50,-5.40,0.97,285,88652.00
8476981,Josh Anderson,MTL,R,57.87,0.63,-7.60,0.88,405,139186.00
8480813,Joe Veleno,CHI,C,57.86,0.40,0.40,0.87,370,107610.00
8480990,Declan Chisholm,MIN,D,57.73,0.19,0.00,1.44,330,134582.00
8477810,Joel Hanley,CGY,D,57.68,0.12,3.20,0.43,265,118172.00
8479066,Ryan Lomberg,CGY,L,57.67,0.40,-6.20,0.95,400,83088.00
8477369,Carson Soucy,NYR,D,57.66,0.16,-4.20,0.76,375,161236.00
8481043,Cole Koepke,BOS,L,57.62,0.58,2.80,0.58,365,98516.00
8479619,Michael Carcone,UTA,L,57.58,0.53,-7.80,0.59,265,72714.00
8478399,Jonas Siegenthaler,NJD,D,57.58,0.09,7.00,0.78,275,129370.00
8483476,Jonathan Lekkerimki,VAN,R,57.57,0.44,0.20,0.80,120,36016.00
8478413,Jordan Greenway,BUF,L,57.56,0.40,-3.80,0.82,170,61502.00
8479421,Jacob Moverare,LAK,D,57.54,0.14,-1.20,0.72,245,69730.00
8482117,Lukas Reichel,CHI,L,57.48,0.58,-9.00,0.94,350,100054.00
8480807,Mattias Samuelsson,BUF,D,57.41,0.24,-1.80,0.55,310,143618.00
8475225,Craig Smith,DET,C,57.35,0.74,-10.00,1.44,295,80278.00
8474157,Max Pacioretty,TOR,L,57.28,0.55,-6.60,0.60,185,59930.00
8477953,Kasperi Kapanen,EDM,R,57.27,0.45,-2.60,0.68,335,95834.00
8480084,Nick DeSimone,UTA,D,57.26,0.27,-6.80,0.96,100,37398.00
8478115,Pierre Engvall,NYI,L,57.25,0.46,5.40,0.57,310,87922.00
8477931,Tomas Nosek,FLA,L,57.16,0.31,-7.20,0.52,295,69504.00
8479324,Ryan Lindgren,COL,D,57.15,0.19,-12.40,0.51,360,170242.00
8479661,Tanner Jeannot,LAK,L,57.14,0.41,3.20,0.24,335,88574.00
8482733,Logan Mailloux,MTL,D,57.08,0.85,-7.80,0.00,35,13612.00
8475208,Brian Dumoulin,NJD,D,57.06,0.22,-22.80,1.07,400,187620.00
8482700,Nolan Allan,CHI,D,57.04,0.17,-1.20,0.74,215,78062.00
8475455,Brenden Dillon,NJD,D,57.03,0.06,1.40,0.32,410,182784.00
8476372,Nick Seeler,PHI,D,57.01,0.21,-14.20,1.04,385,159664.00
8477993,Justin Kirkland,CGY,C,56.98,0.82,-15.20,0.88,105,24446.00
8478508,Yakov Trenin,MIN,C,56.93,0.39,1.80,0.76,380,114150.00
8480834,Ty Emberson,EDM,D,56.93,0.21,-20.40,1.67,380,137834.00
8478409,Anthony Richard,PHI,C,56.92,0.91,-3.80,0.97,75,22254.00
8479638,Justin Brazeau,MIN,R,56.88,0.65,-10.80,0.93,380,108206.00
8478474,Lawson Crouse,UTA,L,56.88,0.45,2.60,0.86,405,133452.00
8474013,Ian Cole,UTA,D,56.87,0.14,-18.20,0.90,410,199576.00
8481024,Linus Karlsson,VAN,C,56.84,0.62,10.40,0.72,115,30176.00
8483491,Ivan Miroshnichenko,WSH,L,56.84,0.50,9.80,1.07,90,20180.00
8481167,Brayden Pachal,CGY,D,56.84,0.21,-8.60,0.89,380,129870.00
8479414,Nathan Bastian,NJD,R,56.80,0.37,3.80,0.19,295,77438.00
8481655,Cole Schwindt,VGK,R,56.69,0.22,5.60,0.93,210,46652.00
8477392,Hudson Fasching,NYI,R,56.65,0.20,3.20,1.13,215,57182.00
8480035,Henri Jokiharju,BOS,D,56.61,0.17,-2.20,0.73,300,128346.00
8483495,Simon Nemec,NJD,D,56.53,0.18,0.80,0.74,135,48538.00
8476994,Vinnie Hinostroza,MIN,C,56.53,0.41,13.00,0.97,190,59356.00
8480879,Jacob Bernard-Docker,BUF,D,56.50,0.26,2.20,0.33,200,65352.00
8479369,Andrew Peeke,BOS,D,56.49,0.18,-4.20,0.64,380,169694.00
8477478,William Carrier,CAR,L,56.44,0.48,13.20,1.31,215,60538.00
8476429,Scott Mayfield,NYI,D,56.43,0.16,1.20,1.44,330,134646.00
8477353,Tyler Motte,DET,C,56.42,0.39,-3.80,1.54,275,74674.00
8475842,Sam Carrick,NYR,C,56.40,0.45,-11.80,1.01,400,114546.00
8482144,Jack Thompson,SJS,D,56.36,0.49,-7.00,0.86,155,58740.00
8482929,Emil Lilleberg,TBL,D,56.32,0.20,-16.20,0.62,380,139370.00
8482807,Ethan Del Mastro,CHI,D,56.31,0.30,10.00,0.82,120,52730.00
8477851,Jordan Oesterle,NSH,D,56.26,0.34,-9.60,1.42,185,76156.00
8480001,Urho Vaakanainen,NYR,D,56.21,0.26,-25.20,0.72,255,100434.00
8477365,Connor Clifton,BUF,D,56.19,0.15,-23.00,1.33,365,140586.00
8482125,Alexander Holtz,VGK,R,56.17,0.39,-8.40,0.29,265,73680.00
8478421,A.J. Greer,FLA,L,56.17,0.56,12.60,0.62,405,93246.00
8480806,Isac Lundestrom,ANA,C,56.15,0.27,-9.60,0.84,395,128428.00
8477573,Nathan Walker,STL,L,56.14,0.46,-8.20,0.68,365,106052.00
8483573,Ethen Frank,WSH,C,56.14,0.65,-7.00,1.15,120,31174.00
8480878,Nils Lundkvist,DAL,D,56.13,0.12,3.20,0.61,195,70252.00
8475462,Radko Gudas,ANA,D,56.13,0.19,-2.20,0.56,405,193094.00
8479944,Zachary Aston-Reese,CBJ,C,56.11,0.34,5.20,0.62,395,127456.00
8477446,Michael McCarron,NSH,C,56.05,0.27,2.40,0.88,370,122172.00
8477380,Jonny Brodzinski,NYR,C,56.05,0.85,-2.80,1.11,255,71452.00
8479976,Juuso Vlimki,UTA,D,56.05,0.17,-2.60,0.93,215,85414.00
8480043,Timothy Liljegren,SJS,D,56.04,0.22,-9.60,0.69,340,156640.00
8478136,Jake Middleton,MIN,D,56.04,0.31,-16.60,0.86,335,175870.00
8476856,Mathew Dumba,DAL,D,56.01,0.19,-4.00,1.00,315,115668.00
8480011,Klim Kostin,SJS,C,55.97,0.22,-14.40,0.80,175,44842.00
8476889,Radek Faksa,STL,C,55.97,0.38,-7.80,0.86,350,109398.00
8480289,Morgan Barron,WPG,C,55.97,0.53,12.00,1.80,370,92132.00
8475718,Justin Holl,DET,D,55.95,0.18,3.00,0.44,365,129578.00
8479442,Troy Stecher,EDM,D,55.95,0.20,-3.80,0.72,330,109878.00
8478831,Kevin Stenlund,UTA,C,55.95,0.59,-13.00,0.82,410,141214.00
8476473,Connor Murphy,CHI,D,55.90,0.10,-9.20,0.73,340,168218.00
8484911,Collin Graf,SJS,R,55.87,0.53,-8.80,0.80,165,62804.00
8482787,Nikita Chibrikov,WPG,R,55.83,1.58,-4.20,1.32,20,5474.00
8482062,Cole Smith,NSH,R,55.82,0.25,3.00,1.12,355,115922.00
8475233,David Savard,MTL,D,55.81,0.13,-6.60,0.87,375,149304.00
8482703,Colton Dach,CHI,C,55.81,0.40,-8.00,2.57,125,36384.00
8483425,Lian Bichsel,DAL,D,55.76,0.34,-9.20,0.42,190,67902.00
8478443,Brandon Carlo,TOR,D,55.75,0.04,-0.20,0.80,415,188244.00
8478211,Dryden Hunt,CGY,L,55.74,0.82,-31.40,2.06,25,6994.00
8480950,Ilya Lyubushkin,DAL,D,55.62,0.09,-0.40,0.86,400,166914.00
8479983,Mario Ferraro,SJS,D,55.62,0.21,-21.40,1.33,390,200318.00
8477952,Robby Fabbri,ANA,C,55.59,0.59,-5.80,1.18,220,85560.00
8474568,Luke Schenn,WPG,D,55.59,0.07,1.40,0.79,380,145494.00
8473453,Trevor Lewis,LAK,C,55.57,0.43,-5.60,0.39,300,73596.00
8482070,Mitchell Chaffee,TBL,R,55.55,0.63,-7.00,0.76,330,95318.00
8483930,Ivan Ivan,COL,C,55.51,0.51,-5.60,0.30,200,48180.00
8481708,Zac Jones,NYR,D,55.51,0.17,10.00,1.17,230,95242.00
8479591,Michael Eyssimont,SEA,C,55.51,0.48,-12.20,0.88,385,98072.00
8481556,John Beecher,BOS,C,55.48,0.31,2.60,0.95,390,105614.00
8476885,Jacob Trouba,ANA,D,55.43,0.19,-6.20,1.10,385,189588.00
8483678,Elias Pettersson,VAN,D,55.42,0.17,4.00,0.17,140,43082.00
8479344,Jesse Puljujarvi,FLA,R,55.39,0.53,-11.60,0.49,155,43832.00
8479356,Kieffer Bellows,NSH,L,55.33,0.47,-10.20,0.89,95,24338.00
8482132,Brett Berard,NYR,L,55.33,0.64,-10.60,1.12,175,45002.00
8480727,Zach Whitecloud,VGK,D,55.32,0.20,-15.80,0.65,370,155496.00
8481789,Tye Kartye,SEA,L,55.32,0.44,6.20,0.39,315,73188.00
8483460,David Jiricek,MIN,D,55.29,0.41,-12.20,1.24,60,17450.00
8479402,Jake Bean,CGY,D,55.27,0.12,-7.00,1.68,320,115884.00
8480355,Mark Kastelic,BOS,C,55.26,0.49,-12.00,1.10,305,78588.00
8482118,Sam Colangelo,ANA,R,55.25,1.02,-7.80,0.15,160,47948.00
8478466,Daniel Sprong,NJD,R,55.22,0.46,-5.60,0.66,150,43910.00
8475413,Justin Dowling,NJD,C,55.12,0.23,2.00,1.58,260,63790.00
8474567,Zach Bogosian,MIN,D,55.12,0.22,-21.60,1.03,405,153644.00
8481477,Nico Sturm,FLA,C,55.07,0.58,-25.00,0.65,310,77472.00
8482666,Scott Morrow,CAR,D,55.06,0.38,-13.20,1.36,70,26540.00
8481607,Albert Johansson,DET,D,55.05,0.16,-5.60,0.90,305,119762.00
8477425,Miles Wood,COL,L,54.99,0.40,-9.40,0.86,185,50416.00
8481032,Paul Cotter,NJD,C,54.97,0.65,15.80,0.99,395,123982.00
8476934,Brock McGinn,ANA,L,54.91,0.63,-18.20,1.38,130,36530.00
8478432,Christian Fischer,CBJ,R,54.91,0.21,-3.80,0.47,230,61350.00
8480281,Alexey Toropchenko,STL,R,54.87,0.29,-9.60,0.36,400,119928.00
8479395,Dennis Cholowski,NJD,D,54.87,0.31,-6.60,0.94,195,61170.00
8483567,Georgii Merkulov,BOS,C,54.87,0.29,2.20,0.73,30,9888.00
8474034,Patrick Maroon,CHI,L,54.85,0.57,-11.60,0.31,340,94164.00
8483499,Liam Ohgren,MIN,L,54.85,0.45,-18.00,1.13,120,31984.00
8482126,Emil Andrae,PHI,D,54.84,0.18,-8.40,1.32,210,87418.00
8482209,Rory Kerins,CGY,C,54.82,0.39,-15.60,0.00,25,7336.00
8479365,Trent Frederic,EDM,C,54.79,0.48,-12.40,0.90,290,95502.00
8476422,Mike Reilly,NYI,D,54.79,0.18,-4.20,0.44,90,32762.00
8476879,Cody Ceci,DAL,D,54.77,0.16,-8.60,0.77,425,216360.00
8479291,Kevin Rooney,CGY,C,54.76,0.35,-8.00,0.82,350,79100.00
8481609,Vladislav Kolyachonok,PIT,D,54.72,0.32,-24.80,0.79,175,54672.00
8482482,Adam Wilsby,NSH,D,54.65,0.14,-9.20,1.44,115,49952.00
8473507,Jeff Petry,DET,D,54.64,0.16,-1.00,1.15,220,99774.00
8479372,Joshua Mahura,SEA,D,54.63,0.14,-5.00,0.68,320,105640.00
8479980,Nicolas Hague,VGK,D,54.53,0.20,-18.40,0.93,340,138688.00
8482763,Fabian Lysell,BOS,R,54.52,0.52,5.80,0.74,60,19356.00
8479523,Lucas Carlsson,SJS,D,54.50,0.33,-12.20,1.43,65,30206.00
8478569,Noel Acciari,PIT,C,54.50,0.28,-4.00,0.77,395,130440.00
8477450,Jason Dickinson,CHI,C,54.50,0.38,-26.40,0.84,295,111150.00
8479378,Logan Stanley,WPG,D,54.43,0.13,-23.60,0.67,315,117812.00
8480798,Philipp Kurashev,CHI,C,54.39,0.44,-17.40,1.11,255,83962.00
8481019,David Gustafsson,WPG,C,54.38,0.37,-25.80,0.37,180,38796.00
8481703,Valtteri Puustinen,PIT,R,54.37,0.75,10.00,1.40,65,15432.00
8470600,Ryan Suter,STL,D,54.37,0.15,-7.40,0.56,410,191598.00
8483472,Maveric Lamoureux,UTA,D,54.36,0.25,-22.80,0.74,75,29024.00
8481161,Jake Christiansen,CBJ,D,54.36,0.15,-24.80,0.56,340,102326.00
8479977,Kailer Yamamoto,UTA,R,54.33,0.66,14.00,0.41,60,17442.00
8479022,Rodrigo Abols,PHI,C,54.31,0.47,-28.60,1.19,110,24262.00
8474166,Alec Martinez,CHI,D,54.28,0.22,-13.80,0.66,220,98886.00
8478450,Parker Wotherspoon,BOS,D,54.26,0.16,-17.00,0.91,275,118992.00
8484221,Calum Ritchie,COL,C,54.26,0.40,1.20,0.67,35,10736.00
8481122,Simon Benoit,TOR,D,54.25,0.10,-1.60,0.74,390,154874.00
8483406,Taylor Ward,LAK,R,54.23,2.42,-1.60,0.00,5,1784.00
8481726,Adam Edstrom,NYR,C,54.17,0.53,-27.60,0.89,255,56754.00
8480144,David Kampf,TOR,C,54.17,0.48,-18.00,1.39,295,87742.00
8481704,Juuso Parssinen,NYR,C,54.16,0.66,-10.40,0.47,240,60682.00
8477407,Anthony Duclair,NYI,L,54.16,0.53,-7.00,0.82,220,79420.00
8482726,Samuel Helenius,LAK,C,54.15,0.39,-7.20,0.55,250,51926.00
8481237,Kyle MacLean,NYI,C,54.10,0.30,0.00,0.89,405,96834.00
8474612,Travis Hamonic,OTT,D,54.09,0.06,-6.60,1.01,295,120834.00
8481563,Drew Helleson,ANA,D,54.06,0.31,-26.60,1.11,280,109880.00
8482177,Marat Khusnutdinov,BOS,C,54.06,0.30,-9.80,0.40,375,108766.00
8479985,Cale Fleury,SEA,D,54.06,0.00,12.00,1.67,70,21616.00
8475790,Erik Gudbranson,CBJ,D,54.00,0.08,-5.40,0.63,80,34120.00
8478585,Derek Ryan,EDM,C,53.97,0.25,-33.40,1.60,180,40418.00
8475906,John Klingberg,EDM,D,53.96,0.32,-14.40,0.32,55,22762.00
8475177,Calvin de Haan,NYR,D,53.93,0.14,-14.20,0.60,235,84452.00
